SecurityID,OptionID,Exchange,Currency,BID_PRICE,UnderlyingBid,ASK_PRICE,UnderlyingAsk,Last,UnderlyingLast,MARK_IV,DELTA,GAMMA,VEGA,THETA,CalculationPrice,Volume,OpenInterest,SpecialSettlement,ReferenceExchange,Date,BidTime,AskTime,LastTime,Description,STRIKE,OPTION_RIGHT,ContractSize,OptionStyle,Version,ExerciseStyle,Expiration,StartDate,VALOR,Issuer,SEDOL,ISIN,NEGOTIATED_PRICE,MONEYNESS,EXPIRY_DATE,QUOTE_DATE,DTE
500096,153779821,21,814,24.138635635375977,78.88999939,24.197803497314453,78.88999939,2.6500000954,78.88999939,0.6497671604156494,-0.2559938430786133,0.005049951840192,21.08212661743164,-37.0814094543457,S,0,0,1,44,2013-03-13,0:00:00,0:00:00,17:51:00,ADSE C 78 MAY13/N,78000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0591678619384765,0.0010114102485897,2013-05-17,2013-03-13,65
500096,153779821,21,814,24.35835647583008,77.75,24.36835647583008,77.75,2.0399999619,77.75,0.6366716623306274,-0.2998256385326385,0.005318930838257,22.411684036254883,-31.16326904296875,S,0,0,1,44,2013-03-11,0:00:00,0:00:00,17:53:00,ADSE C 78 MAY13/N,78000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0009967948717948,2013-05-17,2013-03-11,67
500096,153779821,21,814,24.20654296875,76.379997253,24.21654296875,76.379997253,1.6000000238,76.379997253,0.6284725666046143,-0.205781415104866,0.0053465636447072,19.449188232421875,-30.874170303344727,S,0,0,1,44,2013-03-07,0:00:00,0:00:00,17:53:00,ADSE C 78 MAY13/N,78000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0009792307340128,2013-05-17,2013-03-07,71
500096,153779821,21,814,24.42109680175781,71.63999939,24.43109680175781,71.63999939,0.6000000238,71.63999939,0.6295731067657471,-0.1850169599056244,0.0060027847066521,21.24950218200684,-26.05805015563965,S,0,0,1,44,2013-03-05,0:00:00,0:00:00,18:01:00,ADSE C 78 MAY13/N,78000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.000918461530641,2013-05-17,2013-03-05,73
500096,153123149,21,814,27.36647224426269,70.279998779,28.893564224243164,70.279998779,29.340000153,70.279998779,0.7073476910591125,0.54868483543396,0.0024230550043284,17.02596092224121,-15.37055778503418,S,0,0,1,44,2013-03-04,0:00:00,0:00:00,17:50:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,1.5270919799804688,0.0017569999694749,2013-06-21,2013-03-04,109
500096,153532284,21,814,24.932523727416992,79.75,24.942523727416997,79.75,5.8299999237,79.75,0.6553177237510681,-0.441291481256485,0.0058784722350537,27.553571701049805,-39.40653991699219,S,0,0,1,44,2013-03-15,0:00:00,0:00:00,17:54:00,ADSE C 92 DEC15/N,92000,C,100,0,2,E,2015-12-18,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0008668478260869,2015-12-18,2013-03-15,1008
500096,153532284,21,814,25.126712799072266,78.88999939,25.136712799072267,78.88999939,5.5,78.88999939,0.6478508710861206,-0.3581157028675079,0.0058523961342871,26.43643951416016,-36.57500457763672,S,0,0,1,44,2013-03-13,0:00:00,0:00:00,17:51:00,ADSE C 92 DEC15/N,92000,C,100,0,2,E,2015-12-18,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0008574999933695,2015-12-18,2013-03-13,1010
500096,153532284,21,814,25.316856384277344,77.75,25.326856384277345,77.75,5.0599999428,77.75,0.634086549282074,-0.3309760689735412,0.005932745989412,26.43781280517578,-30.38612365722656,S,0,0,1,44,2013-03-11,0:00:00,0:00:00,17:53:00,ADSE C 92 DEC15/N,92000,C,100,0,2,E,2015-12-18,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0008451086956521,2015-12-18,2013-03-11,1012
500096,153779825,21,814,24.034040451049805,79.75,24.044040451049806,79.75,2.1099998951,79.75,0.6565579771995544,-0.3370734751224518,0.0050767841748893,25.61368751525879,-39.90592956542969,S,0,0,1,44,2013-03-15,0:00:00,0:00:00,17:54:00,ADSE C 80 MAY13/N,80000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.000996875,2013-05-17,2013-03-15,63
500096,153779825,21,814,24.15799903869629,78.88999939,24.18101692199707,78.88999939,1.7999999523,78.88999939,0.6474245190620422,-0.3055038750171661,0.0051977345719933,23.086076736450195,-37.07499313354492,S,0,0,1,44,2013-03-13,0:00:00,0:00:00,17:51:00,ADSE C 80 MAY13/N,80000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0230178833007812,0.000986124992375,2013-05-17,2013-03-13,65
